id,authors,author_id,title,tags,doc_type,publisher,venue_name,venue_ID
1688,Faisal Zaman,2308774408,"Comparison of GARCH, Neural Network and Support Vector Machine in Financial Time Series Prediction","Autoregressive–moving-average model,Computer science,Support vector machine,Neural network nn,Artificial intelligence,Financial time series prediction,Autoregressive conditional heteroskedasticity,Artificial neural network,Machine learning",Conference,"Springer, Berlin, Heidelberg",Pattern Recognition and Machine Intelligence,1136274694.0
1688,M. Nasser,2126056503,"Comparison of GARCH, Neural Network and Support Vector Machine in Financial Time Series Prediction","Autoregressive–moving-average model,Computer science,Support vector machine,Neural network nn,Artificial intelligence,Financial time series prediction,Autoregressive conditional heteroskedasticity,Artificial neural network,Machine learning",Conference,"Springer, Berlin, Heidelberg",Pattern Recognition and Machine Intelligence,1136274694.0
1688,M. Mufakhkharul Islam,2425818370,"Comparison of GARCH, Neural Network and Support Vector Machine in Financial Time Series Prediction","Autoregressive–moving-average model,Computer science,Support vector machine,Neural network nn,Artificial intelligence,Financial time series prediction,Autoregressive conditional heteroskedasticity,Artificial neural network,Machine learning",Conference,"Springer, Berlin, Heidelberg",Pattern Recognition and Machine Intelligence,1136274694.0
5411,Rafael Álvarez,2125293936,COMPARING GNG3D AND QUADRIC ERROR METRICS METHODS TO SIMPLIFY 3D MESHES,"Computer vision,Polygon mesh,Computer graphics (images),Computer science,Artificial intelligence,Quadric",Conference,,International Conference on Computer Graphics Theory and Applications,1136212596.0
5411,Leandro Tortosa,2101693188,COMPARING GNG3D AND QUADRIC ERROR METRICS METHODS TO SIMPLIFY 3D MESHES,"Computer vision,Polygon mesh,Computer graphics (images),Computer science,Artificial intelligence,Quadric",Conference,,International Conference on Computer Graphics Theory and Applications,1136212596.0
5411,José-Francisco Vicent,2159120860,COMPARING GNG3D AND QUADRIC ERROR METRICS METHODS TO SIMPLIFY 3D MESHES,"Computer vision,Polygon mesh,Computer graphics (images),Computer science,Artificial intelligence,Quadric",Conference,,International Conference on Computer Graphics Theory and Applications,1136212596.0
5411,Antonio Zamora,2146570697,COMPARING GNG3D AND QUADRIC ERROR METRICS METHODS TO SIMPLIFY 3D MESHES,"Computer vision,Polygon mesh,Computer graphics (images),Computer science,Artificial intelligence,Quadric",Conference,,International Conference on Computer Graphics Theory and Applications,1136212596.0
5781,Jovan Dj. Golic,1237859792,Vectorial fast correlation attacks.,"Pattern recognition,Computer science,Artificial intelligence,Correlation attack",Repository,,IACR Cryptology ePrint Archive,2764847869.0
5781,Guglielmo Morgari,220887178,Vectorial fast correlation attacks.,"Pattern recognition,Computer science,Artificial intelligence,Correlation attack",Repository,,IACR Cryptology ePrint Archive,2764847869.0
6522,Güzin Ulutas,2022192081,Improved Secret Image Sharing Method By Encoding Shared Values With Authentication Bits,"Peak signal-to-noise ratio,Authentication,Secret sharing,Computer science,Computer network,Image sharing,Theoretical computer science,Verifiable secret sharing,Artificial intelligence,Steganography,Pattern recognition,Shamir's Secret Sharing,Homomorphic secret sharing",Conference,"Springer, London",International Symposium on Computer and Information Sciences,1125967516.0
6522,Mustafa Ulutas,2023460672,Improved Secret Image Sharing Method By Encoding Shared Values With Authentication Bits,"Peak signal-to-noise ratio,Authentication,Secret sharing,Computer science,Computer network,Image sharing,Theoretical computer science,Verifiable secret sharing,Artificial intelligence,Steganography,Pattern recognition,Shamir's Secret Sharing,Homomorphic secret sharing",Conference,"Springer, London",International Symposium on Computer and Information Sciences,1125967516.0
6522,Vasif V. Nabiyev,2174205032,Improved Secret Image Sharing Method By Encoding Shared Values With Authentication Bits,"Peak signal-to-noise ratio,Authentication,Secret sharing,Computer science,Computer network,Image sharing,Theoretical computer science,Verifiable secret sharing,Artificial intelligence,Steganography,Pattern recognition,Shamir's Secret Sharing,Homomorphic secret sharing",Conference,"Springer, London",International Symposium on Computer and Information Sciences,1125967516.0
6762,Pranay Chaudhuri,2142249029,A Self-Stabilizing Algorithm for Finding the Cutting Center of a Tree.,"Computer science,Parallel computing",Conference,,Parallel and Distributed Processing Techniques and Applications,1196153040.0
6762,Hussein Thompson,2113592602,A Self-Stabilizing Algorithm for Finding the Cutting Center of a Tree.,"Computer science,Parallel computing",Conference,,Parallel and Distributed Processing Techniques and Applications,1196153040.0
8373,Phan Cong Vinh,2611851107,Formal agent-oriented ubiquitous computing: a computational intelligence support for information and services integration,"Ubiquitous commerce,Services computing,Data mining,Computational intelligence,Computer science,Formal development,Context awareness,Context-aware pervasive systems,Utility computing,Ubiquitous computing",Conference,"Springer, Berlin, Heidelberg",Asian Conference on Intelligent Information and Database Systems,1123338449.0
8763,Dominik Szajerman,2156900172,Fur Visualisation for Computer Game Engines and Real-Time Rendering,"Computer graphics (images),Computer science,Visualization,Real-time rendering,Scheduling (production processes),Rendering (computer graphics)",Conference,"Springer, Cham",International Conference on Computer Vision and Graphics,1196868077.0
8763,Adam Jurczyński,2281900701,Fur Visualisation for Computer Game Engines and Real-Time Rendering,"Computer graphics (images),Computer science,Visualization,Real-time rendering,Scheduling (production processes),Rendering (computer graphics)",Conference,"Springer, Cham",International Conference on Computer Vision and Graphics,1196868077.0
11796,Magnus Mähring,1251725090,The Role of the Board of Directors in IT Governance: A Review and Agenda for Research,"Corporate governance,Computer science,Public relations,Extant taxon",Conference,,Americas Conference on Information Systems,1171805742.0
11895,Minoru Shigenaga,2163873308,Speech training systems using lateral shapes of vocal tract and F1-F2 diagram for hearing-impaired children,"Speech training,Computer science,Microprocessor,Minicomputer,Diagram,Speech recognition,Vowel,Formant,Vocal tract",Conference,Morgan Kaufmann Publishers Inc.,International Joint Conference on Artificial Intelligence,1203999783.0
11895,Yoshihiro Sekiguchi,1971405447,Speech training systems using lateral shapes of vocal tract and F1-F2 diagram for hearing-impaired children,"Speech training,Computer science,Microprocessor,Minicomputer,Diagram,Speech recognition,Vowel,Formant,Vocal tract",Conference,Morgan Kaufmann Publishers Inc.,International Joint Conference on Artificial Intelligence,1203999783.0
12993,Reiko Heckel,1978340988,Software Evolution through Transformations.,"Software engineering,Computer science,Theoretical computer science,Software evolution",Journal,,Electronic Notes in Theoretical Computer Science,50368787.0
12993,Tom Mens,1986880241,Software Evolution through Transformations.,"Software engineering,Computer science,Theoretical computer science,Software evolution",Journal,,Electronic Notes in Theoretical Computer Science,50368787.0
12993,Michel Wermelinger,2307186118,Software Evolution through Transformations.,"Software engineering,Computer science,Theoretical computer science,Software evolution",Journal,,Electronic Notes in Theoretical Computer Science,50368787.0
13070,Efthymios Alepis,218416969,Knowledge Engineering for Affective Bi-Modal Interaction in Mobile Devices,"Decision-making models,Computer science,Emotion recognition,Mobile device,Human–computer interaction,Knowledge engineering,Affect (psychology),Multimedia,Microphone,Modal",Conference,IOS Press,Joint Conference on Knowledge-Based Software Engineering,1153467564.0
13070,Maria Virvou,81737176,Knowledge Engineering for Affective Bi-Modal Interaction in Mobile Devices,"Decision-making models,Computer science,Emotion recognition,Mobile device,Human–computer interaction,Knowledge engineering,Affect (psychology),Multimedia,Microphone,Modal",Conference,IOS Press,Joint Conference on Knowledge-Based Software Engineering,1153467564.0
13070,Katerina Kabassi,330641710,Knowledge Engineering for Affective Bi-Modal Interaction in Mobile Devices,"Decision-making models,Computer science,Emotion recognition,Mobile device,Human–computer interaction,Knowledge engineering,Affect (psychology),Multimedia,Microphone,Modal",Conference,IOS Press,Joint Conference on Knowledge-Based Software Engineering,1153467564.0
13205,Milos Zelezný,2404438944,Design of an audio-visual speech corpus for the czech audio-visual speech synthesis.,"Speech corpus,Czech,Speech synthesis,Computer science,Speech recognition,VoxForge,Speech technology",Conference,,Conference of the International Speech Communication Association,1177287137.0
13205,Petr Císar,2656294450,Design of an audio-visual speech corpus for the czech audio-visual speech synthesis.,"Speech corpus,Czech,Speech synthesis,Computer science,Speech recognition,VoxForge,Speech technology",Conference,,Conference of the International Speech Communication Association,1177287137.0
13205,Zdenek Krnoul,7574581,Design of an audio-visual speech corpus for the czech audio-visual speech synthesis.,"Speech corpus,Czech,Speech synthesis,Computer science,Speech recognition,VoxForge,Speech technology",Conference,,Conference of the International Speech Communication Association,1177287137.0
13205,Jan Novák,2490164490,Design of an audio-visual speech corpus for the czech audio-visual speech synthesis.,"Speech corpus,Czech,Speech synthesis,Computer science,Speech recognition,VoxForge,Speech technology",Conference,,Conference of the International Speech Communication Association,1177287137.0
14870,Tien Ho-Phuoc,192576500,A COMPUTATIONAL SALIENCY MODEL INTEGRATING SACCADE PROGRAMMING,"Computer vision,Computer science,Salience (neuroscience),Artificial intelligence,Saccade",Conference,,International Conference on Bio-inspired Systems and Signal Processing,1198225011.0
14870,Anne Guérin-Dugué,2075066685,A COMPUTATIONAL SALIENCY MODEL INTEGRATING SACCADE PROGRAMMING,"Computer vision,Computer science,Salience (neuroscience),Artificial intelligence,Saccade",Conference,,International Conference on Bio-inspired Systems and Signal Processing,1198225011.0
14870,Nathalie Guyader,1993972365,A COMPUTATIONAL SALIENCY MODEL INTEGRATING SACCADE PROGRAMMING,"Computer vision,Computer science,Salience (neuroscience),Artificial intelligence,Saccade",Conference,,International Conference on Bio-inspired Systems and Signal Processing,1198225011.0
15548,Marco Baroni,2318310288,Cleaneval: a Competition for Cleaning Web Pages,"Web design,Web development,World Wide Web,Web intelligence,Web page,Semantic Web Stack,Computer science,Web standards,Web 2.0,HTML,Multimedia",Conference,,Language Resources and Evaluation,1164963593.0
15548,Francis Chantree,2778106763,Cleaneval: a Competition for Cleaning Web Pages,"Web design,Web development,World Wide Web,Web intelligence,Web page,Semantic Web Stack,Computer science,Web standards,Web 2.0,HTML,Multimedia",Conference,,Language Resources and Evaluation,1164963593.0
15548,Adam Kilgarriff,22492467,Cleaneval: a Competition for Cleaning Web Pages,"Web design,Web development,World Wide Web,Web intelligence,Web page,Semantic Web Stack,Computer science,Web standards,Web 2.0,HTML,Multimedia",Conference,,Language Resources and Evaluation,1164963593.0
15548,Serge Sharoff,123621675,Cleaneval: a Competition for Cleaning Web Pages,"Web design,Web development,World Wide Web,Web intelligence,Web page,Semantic Web Stack,Computer science,Web standards,Web 2.0,HTML,Multimedia",Conference,,Language Resources and Evaluation,1164963593.0
15883,John R. Douceur,135218249,Leveraging legacy code to deploy desktop applications on the web,"World Wide Web,Computer science,Machine code,Porting,Legacy code,Plug-in,Abstraction layer,OpenGL,Operating system,Python (programming language),Source lines of code",Conference,USENIX Association,Operating Systems Design and Implementation,1185109434.0
15883,Jeremy Elson,2120803867,Leveraging legacy code to deploy desktop applications on the web,"World Wide Web,Computer science,Machine code,Porting,Legacy code,Plug-in,Abstraction layer,OpenGL,Operating system,Python (programming language),Source lines of code",Conference,USENIX Association,Operating Systems Design and Implementation,1185109434.0
15883,Jon Howell,2128381254,Leveraging legacy code to deploy desktop applications on the web,"World Wide Web,Computer science,Machine code,Porting,Legacy code,Plug-in,Abstraction layer,OpenGL,Operating system,Python (programming language),Source lines of code",Conference,USENIX Association,Operating Systems Design and Implementation,1185109434.0
15883,Jacob R. Lorch,2150137935,Leveraging legacy code to deploy desktop applications on the web,"World Wide Web,Computer science,Machine code,Porting,Legacy code,Plug-in,Abstraction layer,OpenGL,Operating system,Python (programming language),Source lines of code",Conference,USENIX Association,Operating Systems Design and Implementation,1185109434.0
15901,Hiroshi Furukawa,2789599552,A pedestrian navigation method for user's safe and easy wayfinding,"Visibility,Route planning,Computer science,Navigation system,Pedestrian navigation,Human–computer interaction,Cognitive model,Salience (language),Landmark,Valuation (finance)",Conference,"Springer, Berlin, Heidelberg",International Conference on Human-Computer Interaction,1127419992.0
15901,Yutaka Nakamura,2935910818,A pedestrian navigation method for user's safe and easy wayfinding,"Visibility,Route planning,Computer science,Navigation system,Pedestrian navigation,Human–computer interaction,Cognitive model,Salience (language),Landmark,Valuation (finance)",Conference,"Springer, Berlin, Heidelberg",International Conference on Human-Computer Interaction,1127419992.0
16022,Nebojsa M. Ralevic,796831810,Algorithms for the Construction of Digital Convex Fuzzy Hulls.,"Convexity,Computer science,Fuzzy logic,Algorithm,Convex hull,Fuzzy set,Regular polygon,Hull,Centroid",Conference,,European Society for Fuzzy Logic and Technology Conference,2754545791.0
16022,Lidija Comic,2137964017,Algorithms for the Construction of Digital Convex Fuzzy Hulls.,"Convexity,Computer science,Fuzzy logic,Algorithm,Convex hull,Fuzzy set,Regular polygon,Hull,Centroid",Conference,,European Society for Fuzzy Logic and Technology Conference,2754545791.0
16160,Kazuhiro Fuchi,2579341158,Logical Derivation of a Prolog Interpreter.,"Programming language,Computer science,Theoretical computer science,Prolog,Interpreter",Journal,,Future Generation Computer Systems,186357190.0
20175,Prudence W. H. Wong,2148789325,An 8/3 Lower Bound for Online Dynamic Bin Packing,"Online algorithm,Discrete mathematics,Combinatorics,Computer science,Upper and lower bounds,Bin packing problem,Competitive analysis,Case analysis",Conference,"Springer, Berlin, Heidelberg",International Symposium on Algorithms and Computation,1175727152.0
20175,Fencol C. C. Yung,2952376417,An 8/3 Lower Bound for Online Dynamic Bin Packing,"Online algorithm,Discrete mathematics,Combinatorics,Computer science,Upper and lower bounds,Bin packing problem,Competitive analysis,Case analysis",Conference,"Springer, Berlin, Heidelberg",International Symposium on Algorithms and Computation,1175727152.0
20175,Mihai Burcea,2164822851,An 8/3 Lower Bound for Online Dynamic Bin Packing,"Online algorithm,Discrete mathematics,Combinatorics,Computer science,Upper and lower bounds,Bin packing problem,Competitive analysis,Case analysis",Conference,"Springer, Berlin, Heidelberg",International Symposium on Algorithms and Computation,1175727152.0
21805,Mark Burgess,2255205611,On system rollback and totalized fields: An algebraic approach to system change,"Division by zero,Change management,Confusion,Algebraic number,Computer science,Theoretical computer science,Operator (computer programming),Rollback,Theory of computation,Computation",Journal,North-Holland,The Journal of Logic and Algebraic Programming,70478294.0
21805,Alva L. Couch,1251186077,On system rollback and totalized fields: An algebraic approach to system change,"Division by zero,Change management,Confusion,Algebraic number,Computer science,Theoretical computer science,Operator (computer programming),Rollback,Theory of computation,Computation",Journal,North-Holland,The Journal of Logic and Algebraic Programming,70478294.0
21951,Martine Collard,2182498006,Extracted knowledge interpretation in mining biological data: A survey,"Biological data,Data mining,Computer science,Microarray analysis techniques,Knowledge extraction,Artificial intelligence,Machine learning",Conference,,Research Challenges in Information Science,1130566378.0
21951,Ricardo Martínez,2298234020,Extracted knowledge interpretation in mining biological data: A survey,"Biological data,Data mining,Computer science,Microarray analysis techniques,Knowledge extraction,Artificial intelligence,Machine learning",Conference,,Research Challenges in Information Science,1130566378.0
24270,Yosuke Furukawa,2064022781,Context Dependent Automatic Textile Image Annotation Using Networked Knowledge,"Ontology (information science),Automatic image annotation,Information retrieval,Computer science,Image retrieval",Journal,Fuji Technology Press Ltd.,Journal of Advanced Computational Intelligence and Intelligent Informatics,4511983.0
24270,Yusuke Kamoi,1576892223,Context Dependent Automatic Textile Image Annotation Using Networked Knowledge,"Ontology (information science),Automatic image annotation,Information retrieval,Computer science,Image retrieval",Journal,Fuji Technology Press Ltd.,Journal of Advanced Computational Intelligence and Intelligent Informatics,4511983.0
24270,Tatsuya Sato,2300815877,Context Dependent Automatic Textile Image Annotation Using Networked Knowledge,"Ontology (information science),Automatic image annotation,Information retrieval,Computer science,Image retrieval",Journal,Fuji Technology Press Ltd.,Journal of Advanced Computational Intelligence and Intelligent Informatics,4511983.0
24270,Tomohiro Takagi,2058716785,Context Dependent Automatic Textile Image Annotation Using Networked Knowledge,"Ontology (information science),Automatic image annotation,Information retrieval,Computer science,Image retrieval",Journal,Fuji Technology Press Ltd.,Journal of Advanced Computational Intelligence and Intelligent Informatics,4511983.0
24781,Dirk De Maeyer,2722029410,Setting up an Effective Information Security Awareness Programme,"Security awareness,Computer science,Knowledge management,Information security,Information security awareness,Field research",Journal,Vieweg,Innovations in Systems and Software Engineering,151239915.0
27301,Alexei Novikov,2581588131,FTP Mirror Tracker: A Few Steps Towards URN,"Resolver,File Transfer Protocol,End user,Computer science,Software,Web cache,Database,Operating system,Perl",Conference,USENIX Association,USENIX Large Installation Systems Administration Conference,1161835747.0
27301,Martin Hamilton,2712910633,FTP Mirror Tracker: A Few Steps Towards URN,"Resolver,File Transfer Protocol,End user,Computer science,Software,Web cache,Database,Operating system,Perl",Conference,USENIX Association,USENIX Large Installation Systems Administration Conference,1161835747.0
29332,Jin-Kao Hao,2110538291,A Clausal Genetic Representation and its Evolutionary Procedures for Satisfiability Problems,"Interactive evolutionary computation,Genetic operator,Mathematical optimization,Evolutionary algorithm,Computer science,Boolean satisfiability problem,Fitness approximation,Genetic representation,Local search (optimization),Evolutionary programming",Conference,"Springer, Vienna",International Conference on Adaptive and Natural Computing Algorithms,1131576334.0
29521,Tegegne Marew,1220847850,Using Classpects for Integrating Non-Functional and Functional Requirements.,"Interdependence,Graph,Functional requirement,Non functional,Systems engineering,Computer science,Functional specification,Software development,Non-functional requirement",Conference,IASTED,IASTED Conference on Software Engineering,2755873345.0
29521,Doo-Hwan Bae,2147737326,Using Classpects for Integrating Non-Functional and Functional Requirements.,"Interdependence,Graph,Functional requirement,Non functional,Systems engineering,Computer science,Functional specification,Software development,Non-functional requirement",Conference,IASTED,IASTED Conference on Software Engineering,2755873345.0
29841,Łukasz Kobyliński,2123350797,Automatic Detection of Annotation Errors in Polish-Language Corpora,"Association rule discovery,Annotation,English language,Information retrieval,Computer science,Computational linguistics,Polish,Error detection and correction,Association rule learning",Conference,"Springer, Berlin, Heidelberg",Intelligent Information Systems,1140961231.0
35048,Harald Weinreich,2036462668,HyperScout: Linkvorschau im World Wide Web.,"Web Accessibility Initiative,World Wide Web,Computer science",Conference,,International Conference on Optoelectronics and Microelectronics,2755769630.0
35048,Hartmut Obendorf,1211427809,HyperScout: Linkvorschau im World Wide Web.,"Web Accessibility Initiative,World Wide Web,Computer science",Conference,,International Conference on Optoelectronics and Microelectronics,2755769630.0
35048,Winfried Lamersdorf,2157994539,HyperScout: Linkvorschau im World Wide Web.,"Web Accessibility Initiative,World Wide Web,Computer science",Conference,,International Conference on Optoelectronics and Microelectronics,2755769630.0
37090,Paul V. Mockapetris,2687023189,On the Design of Local Network Interfaces.,"Computer science,Computer network,Network simulation,Network architecture,Local area network,Split tunneling,Network interface,Intelligent computer network",Conference,,IFIP Congress,2755927266.0
37090,Michael Lyle,2650687188,On the Design of Local Network Interfaces.,"Computer science,Computer network,Network simulation,Network architecture,Local area network,Split tunneling,Network interface,Intelligent computer network",Conference,,IFIP Congress,2755927266.0
37090,David J. Farber,2720216064,On the Design of Local Network Interfaces.,"Computer science,Computer network,Network simulation,Network architecture,Local area network,Split tunneling,Network interface,Intelligent computer network",Conference,,IFIP Congress,2755927266.0
38130,Ted H. Szymanski,1968885353,On the Universality of Multistage Interconnection Networks.,"Computer science,Parallel computing,Multistage interconnection networks,Universality (philosophy),Distributed computing",Conference,,International Conference on Parallel Processing,1155899826.0
38917,James H. Niblock,2068146743,Automated Object Identification and Position Estimation for Airport Lighting Quality Assessment,"Computer vision,Aerodrome,Image sensor,Computer science,Cockpit,Artificial intelligence,Pixel,Real image,Brightness",Conference,"Springer, Berlin, Heidelberg",International Conference on Computer Vision,1164975091.0
38917,Jian-Xun Peng,2252543171,Automated Object Identification and Position Estimation for Airport Lighting Quality Assessment,"Computer vision,Aerodrome,Image sensor,Computer science,Cockpit,Artificial intelligence,Pixel,Real image,Brightness",Conference,"Springer, Berlin, Heidelberg",International Conference on Computer Vision,1164975091.0
38917,Karen R. McMenemy,1278895136,Automated Object Identification and Position Estimation for Airport Lighting Quality Assessment,"Computer vision,Aerodrome,Image sensor,Computer science,Cockpit,Artificial intelligence,Pixel,Real image,Brightness",Conference,"Springer, Berlin, Heidelberg",International Conference on Computer Vision,1164975091.0
38917,George W. Irwin,2171534607,Automated Object Identification and Position Estimation for Airport Lighting Quality Assessment,"Computer vision,Aerodrome,Image sensor,Computer science,Cockpit,Artificial intelligence,Pixel,Real image,Brightness",Conference,"Springer, Berlin, Heidelberg",International Conference on Computer Vision,1164975091.0
40133,Lawrence J. Mazlack,135658738,Heuristic Principles Supporting Making Time Critical Decisions in Knowledge-Based Systems.,"Heuristic,Computer science,Knowledge-based systems,Management science,Time critical",Conference,,International Syposium on Methodologies for Intelligent Systems,1150523337.0
40380,B. S. Venkatesh,2655567974,"Face Detection, Recognition in an Image Sequence Using Eigenedginess.","Template matching,Computer vision,Facial recognition system,Pattern recognition,Three-dimensional face recognition,Object-class detection,Computer science,Euclidean distance,Artificial intelligence,Face detection,Thresholding,Image sequence",Conference,,"Indian Conference on Computer Vision, Graphics and Image Processing",2626956293.0
40380,S. Palanivel,381932430,"Face Detection, Recognition in an Image Sequence Using Eigenedginess.","Template matching,Computer vision,Facial recognition system,Pattern recognition,Three-dimensional face recognition,Object-class detection,Computer science,Euclidean distance,Artificial intelligence,Face detection,Thresholding,Image sequence",Conference,,"Indian Conference on Computer Vision, Graphics and Image Processing",2626956293.0
40380,B. Yegnanarayana,376401145,"Face Detection, Recognition in an Image Sequence Using Eigenedginess.","Template matching,Computer vision,Facial recognition system,Pattern recognition,Three-dimensional face recognition,Object-class detection,Computer science,Euclidean distance,Artificial intelligence,Face detection,Thresholding,Image sequence",Conference,,"Indian Conference on Computer Vision, Graphics and Image Processing",2626956293.0
40399,Qiong Liu,2519469011,Quality Assessment on User Generated Image for Mobile Search Application,"User-generated content,Data mining,Mobile search,Quality Score,Social media,Computer science,Image retrieval",Conference,"Springer, Berlin, Heidelberg",Conference on Multimedia Modeling,1123621769.0
40399,You Yang,2127446269,Quality Assessment on User Generated Image for Mobile Search Application,"User-generated content,Data mining,Mobile search,Quality Score,Social media,Computer science,Image retrieval",Conference,"Springer, Berlin, Heidelberg",Conference on Multimedia Modeling,1123621769.0
40399,Xu Wang,2620118085,Quality Assessment on User Generated Image for Mobile Search Application,"User-generated content,Data mining,Mobile search,Quality Score,Social media,Computer science,Image retrieval",Conference,"Springer, Berlin, Heidelberg",Conference on Multimedia Modeling,1123621769.0
40399,Liujuan Cao,2711410075,Quality Assessment on User Generated Image for Mobile Search Application,"User-generated content,Data mining,Mobile search,Quality Score,Social media,Computer science,Image retrieval",Conference,"Springer, Berlin, Heidelberg",Conference on Multimedia Modeling,1123621769.0
41593,Christian Søndergaard Jensen,2159644763,Towards Increasingly Update Efficient Moving-Object Indexing,"Data mining,Computer science,Search engine indexing,Euclidean geometry",Journal,,IEEE Data(base) Engineering Bulletin,62003192.0
41593,Simonas Saltenis,2237193324,Towards Increasingly Update Efficient Moving-Object Indexing,"Data mining,Computer science,Search engine indexing,Euclidean geometry",Journal,,IEEE Data(base) Engineering Bulletin,62003192.0
43287,Jim Hunter,2157185773,Qualitative Spatial and Temporal Reasoning in Cardiac Electrophysiology,"Cognitive science,Computer science,Cardiac electrophysiology,Artificial intelligence,Machine learning",Conference,"Springer, Berlin, Heidelberg",Artificial Intelligence in Medicine in Europe,1127759574.0
43287,Nick Gotts,2780703061,Qualitative Spatial and Temporal Reasoning in Cardiac Electrophysiology,"Cognitive science,Computer science,Cardiac electrophysiology,Artificial intelligence,Machine learning",Conference,"Springer, Berlin, Heidelberg",Artificial Intelligence in Medicine in Europe,1127759574.0
43287,Ian Hamlet,2468484165,Qualitative Spatial and Temporal Reasoning in Cardiac Electrophysiology,"Cognitive science,Computer science,Cardiac electrophysiology,Artificial intelligence,Machine learning",Conference,"Springer, Berlin, Heidelberg",Artificial Intelligence in Medicine in Europe,1127759574.0
43287,Ian K. Kirby,2696002469,Qualitative Spatial and Temporal Reasoning in Cardiac Electrophysiology,"Cognitive science,Computer science,Cardiac electrophysiology,Artificial intelligence,Machine learning",Conference,"Springer, Berlin, Heidelberg",Artificial Intelligence in Medicine in Europe,1127759574.0
43929,Li-Qun Xu,2633853581,Speech recognition based on the integration of FSVQ and neural network.,"Pattern recognition,Computer science,Speech recognition,Time delay neural network,Artificial intelligence,Artificial neural network",Conference,,Conference of the International Speech Communication Association,1177287137.0
43929,Tie-Cheng Yu,2722624001,Speech recognition based on the integration of FSVQ and neural network.,"Pattern recognition,Computer science,Speech recognition,Time delay neural network,Artificial intelligence,Artificial neural network",Conference,,Conference of the International Speech Communication Association,1177287137.0
